"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x414845641","x1207321033562300416",2019-12-18 15:25:39,"GaumardInFocus","Super Tory provides students with comprehensive experiential learning to prepare them for high-risk  #neonatal and #pediatric scenarios.

https://t.co/JkCNKXdtM0
#TrainWithGaumard https://t.co/QAhTZ0ekOf","Twitter Web App",179,,,,FALSE,FALSE,0,0,,,"neonatal pediatric TrainWithGaumard",,"gaumard.com/supertory","https://t.co/JkCNKXdtM0","https://www.gaumard.com/supertory","http://pbs.twimg.com/media/EMFEFMPWoAEUJQI.jpg","https://t.co/QAhTZ0ekOf","https://twitter.com/GaumardInFocus/status/1207321033562300416/photo/1","photo","http://pbs.twimg.com/media/EMFEFMPWoAEUJQI.jpg","https://t.co/QAhTZ0ekOf","https://twitter.com/GaumardInFocus/status/1207321033562300416/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GaumardInFocus/status/1207321033562300416","Gaumard Scientific","Miami, FL - USA","Guiding the future of simulation in healthcare training with unrivaled innovation technology - A new dimension in affordable tetherless simulation training.","http://t.co/NvOCoHFMMl",FALSE,2975,2447,40,2057,536,2011-11-17 15:21:21,FALSE,"http://t.co/NvOCoHFMMl","http://www.gaumardscientific.com",,"https://pbs.twimg.com/profile_banners/414845641/1428507188","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/789569360390197249/oeC5x9SL_normal.jpg"
"x330602313","x1207307101141426176",2019-12-18 14:30:18,"mrshsfavthings","I can't even imagine how hard it must be to have a baby in Neo-Natal. But the beautiful Rachel from mrskxxxx has written this fantastic letter to the new neo-natal mum: https://t.co/9KnmQ81hJJ #neonatal #prematurity #motherhood","SocialOomph",227,,,,FALSE,FALSE,0,0,,,"neonatal prematurity motherhood",,"mummyintraining.co.uk/2017/05/neonat…","https://t.co/9KnmQ81hJJ","http://mummyintraining.co.uk/2017/05/neonatal-life-letter-new-neonatal-mum/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mrshsfavthings/status/1207307101141426176","Lucy","Royal Tunbridge Wells, England","Family, lifestyle blogger. Finding happiness. Chasing rainbows. Writing about #mentalhealth and #babyloss and family life.  #BiBs2018 Inspire finalist.","https://t.co/HljNCDeZzc",FALSE,13226,5689,294,143355,23065,2011-07-06 21:33:30,FALSE,"https://t.co/HljNCDeZzc","https://mrshsfavouritethings.com/",,"https://pbs.twimg.com/profile_banners/330602313/1511468658","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/1038188406445096965/YtYZSF2H_normal.jpg"
"x330602313","x1206038700804759552",2019-12-15 02:30:08,"mrshsfavthings","I can't even imagine how hard it must be to have a baby in Neo-Natal. But the beautiful Rachel from mrskxxxx has written this fantastic letter to the new neo-natal mum: https://t.co/9KnmQ81hJJ #neonatal #prematurity #motherhood","SocialOomph",227,,,,FALSE,FALSE,0,0,,,"neonatal prematurity motherhood",,"mummyintraining.co.uk/2017/05/neonat…","https://t.co/9KnmQ81hJJ","http://mummyintraining.co.uk/2017/05/neonatal-life-letter-new-neonatal-mum/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mrshsfavthings/status/1206038700804759552","Lucy","Royal Tunbridge Wells, England","Family, lifestyle blogger. Finding happiness. Chasing rainbows. Writing about #mentalhealth and #babyloss and family life.  #BiBs2018 Inspire finalist.","https://t.co/HljNCDeZzc",FALSE,13226,5689,294,143355,23065,2011-07-06 21:33:30,FALSE,"https://t.co/HljNCDeZzc","https://mrshsfavouritethings.com/",,"https://pbs.twimg.com/profile_banners/330602313/1511468658","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/1038188406445096965/YtYZSF2H_normal.jpg"
"x330602313","x1205404514964168704",2019-12-13 08:30:06,"mrshsfavthings","I can't even imagine how hard it must be to have a baby in Neo-Natal. But the beautiful Rachel from @mrskxxxx has written this fantastic letter to the new neo-natal mum: https://t.co/9KnmQ81hJJ #neonatal #prematurity #motherhood","SocialOomph",228,,,,FALSE,FALSE,0,0,,,"neonatal prematurity motherhood",,"mummyintraining.co.uk/2017/05/neonat…","https://t.co/9KnmQ81hJJ","http://mummyintraining.co.uk/2017/05/neonatal-life-letter-new-neonatal-mum/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mrshsfavthings/status/1205404514964168704","Lucy","Royal Tunbridge Wells, England","Family, lifestyle blogger. Finding happiness. Chasing rainbows. Writing about #mentalhealth and #babyloss and family life.  #BiBs2018 Inspire finalist.","https://t.co/HljNCDeZzc",FALSE,13226,5689,294,143355,23065,2011-07-06 21:33:30,FALSE,"https://t.co/HljNCDeZzc","https://mrshsfavouritethings.com/",,"https://pbs.twimg.com/profile_banners/330602313/1511468658","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/1038188406445096965/YtYZSF2H_normal.jpg"
"x330602313","x1204770345342980097",2019-12-11 14:30:08,"mrshsfavthings","I can't even imagine how hard it must be to have a baby in Neo-Natal. But the beautiful Rachel from @mrskxxxx has written this fantastic letter to the new neo-natal mum: https://t.co/9KnmQ81hJJ #neonatal #prematurity #motherhood","SocialOomph",228,,,,FALSE,FALSE,0,0,,,"neonatal prematurity motherhood",,"mummyintraining.co.uk/2017/05/neonat…","https://t.co/9KnmQ81hJJ","http://mummyintraining.co.uk/2017/05/neonatal-life-letter-new-neonatal-mum/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mrshsfavthings/status/1204770345342980097","Lucy","Royal Tunbridge Wells, England","Family, lifestyle blogger. Finding happiness. Chasing rainbows. Writing about #mentalhealth and #babyloss and family life.  #BiBs2018 Inspire finalist.","https://t.co/HljNCDeZzc",FALSE,13226,5689,294,143355,23065,2011-07-06 21:33:30,FALSE,"https://t.co/HljNCDeZzc","https://mrshsfavouritethings.com/",,"https://pbs.twimg.com/profile_banners/330602313/1511468658","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/1038188406445096965/YtYZSF2H_normal.jpg"
"x262699850","x1207302071013261314",2019-12-18 14:10:18,"ProspectDiag","On the Sixth Day of Christmas my Truelove sent to me Six Geese a laying 🥚🥚🥚🥚🥚🥚... and a Partridge in a Bear Tree! 🎶🎄 https://t.co/LpRxGwSp0a #neonatal #midwifery https://t.co/QkUoqNHQSc","Hootsuite Inc.",161,,,,FALSE,FALSE,0,0,,,"neonatal midwifery",,"prospectdiagnostics.co.uk/safety-lancets…","https://t.co/LpRxGwSp0a","https://www.prospectdiagnostics.co.uk/safety-lancets/acti-lance-baby-heelstick/","http://pbs.twimg.com/media/EMEy1NgXkAQ1Rhi.jpg","https://t.co/QkUoqNHQSc","https://twitter.com/ProspectDiag/status/1207302071013261314/photo/1","photo","http://pbs.twimg.com/media/EMEy1NgXkAQ1Rhi.jpg http://pbs.twimg.com/media/EMEy1ObWsAABUJt.jpg","https://t.co/QkUoqNHQSc https://t.co/QkUoqNHQSc","https://twitter.com/ProspectDiag/status/1207302071013261314/photo/1 https://twitter.com/ProspectDiag/status/1207302071013261314/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProspectDiag/status/1207302071013261314","Prospect Diagnostics","Dronfield, England","Representing leading #medicaldevice & #invitro #diagnostics manufacturers. We are proud to be an influential force in the UK #PointOfCare sector","https://t.co/sBE1E88H96",FALSE,666,3209,7,1850,1364,2011-03-08 15:40:37,FALSE,"https://t.co/sBE1E88H96","http://www.prospectdiagnostics.co.uk",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/689404324791746561/Rj5aTAkq_normal.jpg"
"x262699850","x1205822274512789505",2019-12-14 12:10:07,"ProspectDiag","🎶On the Second Day of Christmas my truelove sent to me Two Turtle Doves and a Partridge in a Bear Tree! 🎄 #neonatal #prematurebaby https://t.co/LpRxGwSp0a https://t.co/sGEexvvSTS","Hootsuite Inc.",154,,,,FALSE,FALSE,1,1,,,"neonatal prematurebaby",,"prospectdiagnostics.co.uk/safety-lancets…","https://t.co/LpRxGwSp0a","https://www.prospectdiagnostics.co.uk/safety-lancets/acti-lance-baby-heelstick/","http://pbs.twimg.com/media/ELvw9uaX0AEfVsl.jpg","https://t.co/sGEexvvSTS","https://twitter.com/ProspectDiag/status/1205822274512789505/photo/1","photo","http://pbs.twimg.com/media/ELvw9uaX0AEfVsl.jpg http://pbs.twimg.com/media/ELvw9vAW4AMbr23.jpg","https://t.co/sGEexvvSTS https://t.co/sGEexvvSTS","https://twitter.com/ProspectDiag/status/1205822274512789505/photo/1 https://twitter.com/ProspectDiag/status/1205822274512789505/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProspectDiag/status/1205822274512789505","Prospect Diagnostics","Dronfield, England","Representing leading #medicaldevice & #invitro #diagnostics manufacturers. We are proud to be an influential force in the UK #PointOfCare sector","https://t.co/sBE1E88H96",FALSE,666,3209,7,1850,1364,2011-03-08 15:40:37,FALSE,"https://t.co/sBE1E88H96","http://www.prospectdiagnostics.co.uk",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/689404324791746561/Rj5aTAkq_normal.jpg"
"x262699850","x1206879261585551360",2019-12-17 10:10:13,"ProspectDiag","On the Fifth Day of Christmas my Truelove sent to me Five Gold Rings💍💍💍💍💍 ....  and a Partridge in a Bear Tree!🎄🎶 https://t.co/LpRxGwSp0a #neonatal #scbu https://t.co/hTbr6g06Pf","Hootsuite Inc.",153,,,,FALSE,FALSE,0,0,,,"neonatal scbu",,"prospectdiagnostics.co.uk/safety-lancets…","https://t.co/LpRxGwSp0a","https://www.prospectdiagnostics.co.uk/safety-lancets/acti-lance-baby-heelstick/","http://pbs.twimg.com/media/EL-yScHXkAAuDZn.jpg","https://t.co/hTbr6g06Pf","https://twitter.com/ProspectDiag/status/1206879261585551360/photo/1","photo","http://pbs.twimg.com/media/EL-yScHXkAAuDZn.jpg http://pbs.twimg.com/media/EL-ySbIXUAAahiy.jpg","https://t.co/hTbr6g06Pf https://t.co/hTbr6g06Pf","https://twitter.com/ProspectDiag/status/1206879261585551360/photo/1 https://twitter.com/ProspectDiag/status/1206879261585551360/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProspectDiag/status/1206879261585551360","Prospect Diagnostics","Dronfield, England","Representing leading #medicaldevice & #invitro #diagnostics manufacturers. We are proud to be an influential force in the UK #PointOfCare sector","https://t.co/sBE1E88H96",FALSE,666,3209,7,1850,1364,2011-03-08 15:40:37,FALSE,"https://t.co/sBE1E88H96","http://www.prospectdiagnostics.co.uk",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/689404324791746561/Rj5aTAkq_normal.jpg"
"x262699850","x1206531970018226176",2019-12-16 11:10:12,"ProspectDiag","On the Fourth Day of Christmas my Truelove sent to me 4 Calling Birds ☎️ ..... and a Partridge in a Bear Tree!🎄 https://t.co/LpRxGwSp0a #maternity #neonatal https://t.co/wiFInJ2V9I","Hootsuite Inc.",156,,,,FALSE,FALSE,0,0,,,"maternity neonatal",,"prospectdiagnostics.co.uk/safety-lancets…","https://t.co/LpRxGwSp0a","https://www.prospectdiagnostics.co.uk/safety-lancets/acti-lance-baby-heelstick/","http://pbs.twimg.com/media/EL52bbrWsAQtjRs.jpg","https://t.co/wiFInJ2V9I","https://twitter.com/ProspectDiag/status/1206531970018226176/photo/1","photo","http://pbs.twimg.com/media/EL52bbrWsAQtjRs.jpg http://pbs.twimg.com/media/EL52bbrXYAIb5oo.jpg","https://t.co/wiFInJ2V9I https://t.co/wiFInJ2V9I","https://twitter.com/ProspectDiag/status/1206531970018226176/photo/1 https://twitter.com/ProspectDiag/status/1206531970018226176/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProspectDiag/status/1206531970018226176","Prospect Diagnostics","Dronfield, England","Representing leading #medicaldevice & #invitro #diagnostics manufacturers. We are proud to be an influential force in the UK #PointOfCare sector","https://t.co/sBE1E88H96",FALSE,666,3209,7,1850,1364,2011-03-08 15:40:37,FALSE,"https://t.co/sBE1E88H96","http://www.prospectdiagnostics.co.uk",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/689404324791746561/Rj5aTAkq_normal.jpg"
"x2305067408","x1207266775764783105",2019-12-18 11:50:03,"mackeithpress","Did #neonatal #hypothermia #neuroprotection change the #epidemiology of #infantilespasms #Westsyndrome? @DeirdreMurray6a @infantcentre https://t.co/hqVobpBjOR","Hootsuite Inc.",158,,,,FALSE,FALSE,1,1,,,"neonatal hypothermia neuroprotection epidemiology infantilespasms Westsyndrome",,"onlinelibrary.wiley.com/doi/10.1111/dm…","https://t.co/hqVobpBjOR","https://onlinelibrary.wiley.com/doi/10.1111/dmcn.14331",,,,,,,,,"x2706449373 x1424966412","DeirdreMurray6a infantcentre","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mackeithpress/status/1207266775764783105","Mac Keith Press","London, UK","Non-profit publisher of the journal Developmental Medicine & Child Neurology (DMCN) and related books since 1959 @ProfBernardDan Join us: https://t.co/mia5KWejZc","https://t.co/UDOv9udBCi",FALSE,882,512,19,2107,2215,2014-01-22 15:57:12,FALSE,"https://t.co/UDOv9udBCi","https://www.mackeith.co.uk",,"https://pbs.twimg.com/profile_banners/2305067408/1567428583","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/877832273466359808/_Z3Cl1lr_normal.jpg"
